instant,dteday,season,year,month,holiday,weekday,workingday,weathersit,temp,atemp,humidity,windspeed,casual,registered,total_count,hours,windspeed_category
438,2012-03-13,springer,2012,mar,no,Rabu,yes,Clear/Partly cloudy,0.565,0.542929,0.6175,15.87565,762,5085,5847,6,Low
439,2012-03-14,springer,2012,mar,no,Kamis,yes,Clear/Partly cloudy,0.5725,0.548617,0.507083,7.709154,997,5315,6312,7,Low
440,2012-03-15,springer,2012,mar,no,Jumat,yes,Clear/Partly cloudy,0.5575,0.532825,0.579583,10.042161,1005,5187,6192,8,Low
441,2012-03-16,springer,2012,mar,no,Sabtu,yes,Misty/Cloudy,0.435833,0.436229,0.842083,7.583864,548,3830,4378,9,Low
442,2012-03-17,springer,2012,mar,no,Minggu,no,Misty/Cloudy,0.514167,0.505046,0.755833,7.417168,3155,4681,7836,10,Low
443,2012-03-18,springer,2012,mar,no,Senin,no,Misty/Cloudy,0.4725,0.464,0.81,8.501161,2207,3685,5892,11,Low
444,2012-03-19,springer,2012,mar,no,Selasa,yes,Clear/Partly cloudy,0.545,0.532821,0.72875,10.875238999999999,982,5171,6153,12,Low
445,2012-03-20,springer,2012,mar,no,Rabu,yes,Clear/Partly cloudy,0.560833,0.538533,0.807917,8.125157,1051,5042,6093,13,Low
446,2012-03-21,summer,2012,mar,no,Kamis,yes,Misty/Cloudy,0.531667,0.513258,0.82125,6.000406099999999,1122,5108,6230,14,Low
447,2012-03-22,summer,2012,mar,no,Jumat,yes,Clear/Partly cloudy,0.554167,0.531567,0.83125,7.876654,1334,5537,6871,15,Low
448,2012-03-23,summer,2012,mar,no,Sabtu,yes,Misty/Cloudy,0.601667,0.570067,0.694167,7.7921000000000005,2469,5893,8362,16,Low
449,2012-03-24,summer,2012,mar,no,Minggu,no,Misty/Cloudy,0.5025,0.486733,0.885417,12.916461,1033,2339,3372,17,Low
450,2012-03-25,summer,2012,mar,no,Senin,no,Misty/Cloudy,0.4375,0.437488,0.880833,14.791924999999999,1532,3464,4996,18,Low
451,2012-03-26,summer,2012,mar,no,Selasa,yes,Clear/Partly cloudy,0.445833,0.43875,0.477917,25.917007,795,4763,5558,19,Medium
452,2012-03-27,summer,2012,mar,no,Rabu,yes,Clear/Partly cloudy,0.323333,0.315654,0.29,12.541864,531,4571,5102,20,Low
453,2012-03-28,summer,2012,mar,no,Kamis,yes,Clear/Partly cloudy,0.484167,0.47095,0.48125,19.541957,674,5024,5698,21,Low
454,2012-03-29,summer,2012,mar,no,Jumat,yes,Clear/Partly cloudy,0.494167,0.482304,0.439167,21.41655,834,5299,6133,22,Low
455,2012-03-30,summer,2012,mar,no,Sabtu,yes,Misty/Cloudy,0.37,0.375621,0.580833,9.250489,796,4663,5459,23,Low
456,2012-03-31,summer,2012,mar,no,Minggu,no,Misty/Cloudy,0.424167,0.421708,0.738333,16.791338999999997,2301,3934,6235,0,Low
457,2012-04-01,summer,2012,apr,no,Senin,no,Misty/Cloudy,0.425833,0.417287,0.67625,11.541889,2347,3694,6041,1,Low
458,2012-04-02,summer,2012,apr,no,Selasa,yes,Clear/Partly cloudy,0.433913,0.427513,0.504348,20.913313,1208,4728,5936,2,Low
459,2012-04-03,summer,2012,apr,no,Rabu,yes,Clear/Partly cloudy,0.466667,0.461483,0.396667,6.708911,1348,5424,6772,3,Low
460,2012-04-04,summer,2012,apr,no,Kamis,yes,Clear/Partly cloudy,0.541667,0.53345,0.469583,12.125325,1058,5378,6436,4,Low
461,2012-04-05,summer,2012,apr,no,Jumat,yes,Clear/Partly cloudy,0.435,0.431163,0.374167,14.708443,1192,5265,6457,5,Low
462,2012-04-06,summer,2012,apr,no,Sabtu,yes,Clear/Partly cloudy,0.403333,0.390767,0.377083,20.125996,1807,4653,6460,6,Low
463,2012-04-07,summer,2012,apr,no,Minggu,no,Clear/Partly cloudy,0.4375,0.426129,0.254167,18.416356999999998,3252,3605,6857,7,Low
464,2012-04-08,summer,2012,apr,no,Senin,no,Clear/Partly cloudy,0.5,0.492425,0.275833,15.583931999999999,2230,2939,5169,8,Low
465,2012-04-09,summer,2012,apr,no,Selasa,yes,Clear/Partly cloudy,0.489167,0.476638,0.3175,23.999132,905,4680,5585,9,Medium
466,2012-04-10,summer,2012,apr,no,Rabu,yes,Clear/Partly cloudy,0.446667,0.436233,0.435,16.708125000000003,819,5099,5918,10,Low
467,2012-04-11,summer,2012,apr,no,Kamis,yes,Clear/Partly cloudy,0.348696,0.337274,0.469565,19.783358,482,4380,4862,11,Low
468,2012-04-12,summer,2012,apr,no,Jumat,yes,Clear/Partly cloudy,0.3975,0.387604,0.46625,19.458743,663,4746,5409,12,Low
469,2012-04-13,summer,2012,apr,no,Sabtu,yes,Clear/Partly cloudy,0.4425,0.431808,0.408333,10.416557,1252,5146,6398,13,Low
470,2012-04-14,summer,2012,apr,no,Minggu,no,Clear/Partly cloudy,0.495,0.487996,0.502917,12.791439,2795,4665,7460,14,Low
471,2012-04-15,summer,2012,apr,no,Senin,no,Clear/Partly cloudy,0.606667,0.573875,0.507917,15.083643,2846,4286,7132,15,Low
472,2012-04-16,summer,2012,apr,yes,Selasa,no,Clear/Partly cloudy,0.664167,0.614925,0.561667,19.083543,1198,5172,6370,16,Low
473,2012-04-17,summer,2012,apr,no,Rabu,yes,Clear/Partly cloudy,0.608333,0.598487,0.390417,18.333143,989,5702,6691,17,Low
474,2012-04-18,summer,2012,apr,no,Kamis,yes,Misty/Cloudy,0.463333,0.457038,0.569167,11.250104,347,4020,4367,18,Low
475,2012-04-19,summer,2012,apr,no,Jumat,yes,Clear/Partly cloudy,0.498333,0.493046,0.6125,4.417256399999999,846,5719,6565,19,Low
476,2012-04-20,summer,2012,apr,no,Sabtu,yes,Clear/Partly cloudy,0.526667,0.515775,0.694583,10.041357,1340,5950,7290,20,Low
477,2012-04-21,summer,2012,apr,no,Minggu,no,Clear/Partly cloudy,0.57,0.542921,0.682917,19.000328999999997,2541,4083,6624,21,Low
478,2012-04-22,summer,2012,apr,no,Senin,no,Light/Rain,0.396667,0.389504,0.835417,23.084582,120,907,1027,22,Medium
479,2012-04-23,summer,2012,apr,no,Selasa,yes,Misty/Cloudy,0.321667,0.301125,0.766667,20.334232,195,3019,3214,23,Low
480,2012-04-24,summer,2012,apr,no,Rabu,yes,Clear/Partly cloudy,0.413333,0.405283,0.454167,16.708661,518,5115,5633,0,Low
481,2012-04-25,summer,2012,apr,no,Kamis,yes,Clear/Partly cloudy,0.476667,0.470317,0.427917,7.959064,655,5541,6196,1,Low
482,2012-04-26,summer,2012,apr,no,Jumat,yes,Misty/Cloudy,0.498333,0.483583,0.756667,11.833875,475,4551,5026,2,Low
483,2012-04-27,summer,2012,apr,no,Sabtu,yes,Clear/Partly cloudy,0.4575,0.452637,0.400833,23.291411,1014,5219,6233,3,Medium
484,2012-04-28,summer,2012,apr,no,Minggu,no,Misty/Cloudy,0.376667,0.377504,0.489583,8.708325,1120,3100,4220,4,Low
485,2012-04-29,summer,2012,apr,no,Senin,no,Clear/Partly cloudy,0.458333,0.450121,0.587083,7.8328359999999995,2229,4075,6304,6,Low
486,2012-04-30,summer,2012,apr,no,Selasa,yes,Misty/Cloudy,0.464167,0.457696,0.57,11.499746,665,4907,5572,7,Low
487,2012-05-01,summer,2012,mei,no,Rabu,yes,Misty/Cloudy,0.613333,0.577021,0.659583,10.458432,653,5087,5740,8,Low
488,2012-05-02,summer,2012,mei,no,Kamis,yes,Clear/Partly cloudy,0.564167,0.537896,0.797083,9.249885999999998,667,5502,6169,9,Low
489,2012-05-03,summer,2012,mei,no,Jumat,yes,Misty/Cloudy,0.56,0.537242,0.768333,8.957632,764,5657,6421,10,Low
490,2012-05-04,summer,2012,mei,no,Sabtu,yes,Clear/Partly cloudy,0.6275,0.590917,0.735417,10.916846,1069,5227,6296,11,Low
491,2012-05-05,summer,2012,mei,no,Minggu,no,Misty/Cloudy,0.621667,0.584608,0.756667,10.250464,2496,4387,6883,12,Low
492,2012-05-06,summer,2012,mei,no,Senin,no,Misty/Cloudy,0.5625,0.546737,0.74,10.041893,2135,4224,6359,13,Low
493,2012-05-07,summer,2012,mei,no,Selasa,yes,Misty/Cloudy,0.5375,0.527142,0.664167,15.458307000000001,1008,5265,6273,14,Low
494,2012-05-08,summer,2012,mei,no,Rabu,yes,Misty/Cloudy,0.581667,0.557471,0.685833,19.833942999999998,738,4990,5728,15,Low
495,2012-05-09,summer,2012,mei,no,Kamis,yes,Misty/Cloudy,0.575,0.553025,0.744167,14.499604,620,4097,4717,16,Low
496,2012-05-10,summer,2012,mei,no,Jumat,yes,Clear/Partly cloudy,0.505833,0.491783,0.552083,21.042220999999998,1026,5546,6572,17,Low
497,2012-05-11,summer,2012,mei,no,Sabtu,yes,Clear/Partly cloudy,0.533333,0.520833,0.360417,15.874779,1319,5711,7030,18,Low
498,2012-05-12,summer,2012,mei,no,Minggu,no,Clear/Partly cloudy,0.564167,0.544817,0.480417,8.249911,2622,4807,7429,19,Low
499,2012-05-13,summer,2012,mei,no,Senin,no,Clear/Partly cloudy,0.6125,0.585238,0.57625,15.082839,2172,3946,6118,20,Low
500,2012-05-14,summer,2012,mei,no,Selasa,yes,Misty/Cloudy,0.573333,0.5499,0.789583,14.250364,342,2501,2843,21,Low
501,2012-05-15,summer,2012,mei,no,Rabu,yes,Misty/Cloudy,0.611667,0.576404,0.794583,9.875264,625,4490,5115,22,Low
502,2012-05-16,summer,2012,mei,no,Kamis,yes,Clear/Partly cloudy,0.636667,0.595975,0.697917,8.208304,991,6433,7424,23,Low
503,2012-05-17,summer,2012,mei,no,Jumat,yes,Clear/Partly cloudy,0.593333,0.572613,0.52,15.374825000000001,1242,6142,7384,0,Low
504,2012-05-18,summer,2012,mei,no,Sabtu,yes,Clear/Partly cloudy,0.564167,0.551121,0.523333,9.166739,1521,6118,7639,1,Low
505,2012-05-19,summer,2012,mei,no,Minggu,no,Clear/Partly cloudy,0.6,0.566908,0.45625,5.626325,3410,4884,8294,2,Low
506,2012-05-20,summer,2012,mei,no,Senin,no,Clear/Partly cloudy,0.620833,0.583967,0.530417,17.042589,2704,4425,7129,3,Low
507,2012-05-21,summer,2012,mei,no,Selasa,yes,Misty/Cloudy,0.598333,0.565667,0.81125,15.624668,630,3729,4359,5,Low
508,2012-05-22,summer,2012,mei,no,Rabu,yes,Misty/Cloudy,0.615,0.580825,0.765833,7.917189,819,5254,6073,6,Low
509,2012-05-23,summer,2012,mei,no,Kamis,yes,Misty/Cloudy,0.621667,0.584612,0.774583,6.834,766,4494,5260,7,Low
510,2012-05-24,summer,2012,mei,no,Jumat,yes,Clear/Partly cloudy,0.655,0.6067,0.716667,11.584031999999999,1059,5711,6770,8,Low
511,2012-05-25,summer,2012,mei,no,Sabtu,yes,Clear/Partly cloudy,0.68,0.627529,0.747083,9.41685,1417,5317,6734,9,Low
512,2012-05-26,summer,2012,mei,no,Minggu,no,Clear/Partly cloudy,0.6925,0.642696,0.7325,13.332464,2855,3681,6536,10,Low
513,2012-05-27,summer,2012,mei,no,Senin,no,Clear/Partly cloudy,0.69,0.641425,0.697083,14.416457,3283,3308,6591,11,Low
514,2012-05-28,summer,2012,mei,yes,Selasa,no,Clear/Partly cloudy,0.7125,0.6793,0.67625,13.166907,2557,3486,6043,12,Low
515,2012-05-29,summer,2012,mei,no,Rabu,yes,Clear/Partly cloudy,0.7225,0.672992,0.684583,19.7918,880,4863,5743,13,Low
516,2012-05-30,summer,2012,mei,no,Kamis,yes,Misty/Cloudy,0.656667,0.611129,0.67,9.000043,745,6110,6855,14,Low
517,2012-05-31,summer,2012,mei,no,Jumat,yes,Clear/Partly cloudy,0.68,0.631329,0.492917,13.083693,1100,6238,7338,15,Low
518,2012-06-01,summer,2012,juni,no,Sabtu,yes,Misty/Cloudy,0.654167,0.607962,0.755417,15.916720999999999,533,3594,4127,16,Low
519,2012-06-02,summer,2012,juni,no,Minggu,no,Clear/Partly cloudy,0.583333,0.566288,0.549167,12.499654,2795,5325,8120,17,Low
520,2012-06-03,summer,2012,juni,no,Senin,no,Clear/Partly cloudy,0.6025,0.575133,0.493333,12.333829,2494,5147,7641,18,Low
521,2012-06-04,summer,2012,juni,no,Selasa,yes,Clear/Partly cloudy,0.5975,0.578283,0.487083,19.083811,1071,5927,6998,19,Low
522,2012-06-05,summer,2012,juni,no,Rabu,yes,Misty/Cloudy,0.540833,0.525892,0.613333,14.041525,968,6033,7001,20,Low
523,2012-06-06,summer,2012,juni,no,Kamis,yes,Clear/Partly cloudy,0.554167,0.542292,0.61125,5.167375,1027,6028,7055,21,Low
524,2012-06-07,summer,2012,juni,no,Jumat,yes,Clear/Partly cloudy,0.6025,0.569442,0.567083,10.542449999999999,1038,6456,7494,22,Low
525,2012-06-08,summer,2012,juni,no,Sabtu,yes,Clear/Partly cloudy,0.649167,0.597862,0.467917,11.750661000000001,1488,6248,7736,23,Low
526,2012-06-09,summer,2012,juni,no,Minggu,no,Clear/Partly cloudy,0.710833,0.648367,0.437083,9.667229,2708,4790,7498,0,Low
527,2012-06-10,summer,2012,juni,no,Senin,no,Clear/Partly cloudy,0.726667,0.663517,0.538333,8.959307,2224,4374,6598,1,Low
528,2012-06-11,summer,2012,juni,no,Selasa,yes,Misty/Cloudy,0.720833,0.659721,0.587917,13.916771,1017,5647,6664,3,Low
529,2012-06-12,summer,2012,juni,no,Rabu,yes,Misty/Cloudy,0.653333,0.597875,0.833333,14.374581999999998,477,4495,4972,4,Low
530,2012-06-13,summer,2012,juni,no,Kamis,yes,Clear/Partly cloudy,0.655833,0.611117,0.582083,22.999693,1173,6248,7421,5,Medium
531,2012-06-14,summer,2012,juni,no,Jumat,yes,Clear/Partly cloudy,0.648333,0.624383,0.569583,17.000111,1180,6183,7363,6,Low
532,2012-06-15,summer,2012,juni,no,Sabtu,yes,Clear/Partly cloudy,0.639167,0.599754,0.589583,11.833339,1563,6102,7665,7,Low
533,2012-06-16,summer,2012,juni,no,Minggu,no,Clear/Partly cloudy,0.631667,0.594708,0.504167,11.166689,2963,4739,7702,8,Low
534,2012-06-17,summer,2012,juni,no,Senin,no,Clear/Partly cloudy,0.5925,0.571975,0.59875,9.708568,2634,4344,6978,9,Low
535,2012-06-18,summer,2012,juni,no,Selasa,yes,Misty/Cloudy,0.568333,0.544842,0.777917,11.707982000000001,653,4446,5099,10,Low
536,2012-06-19,summer,2012,juni,no,Rabu,yes,Clear/Partly cloudy,0.688333,0.654692,0.69,9.917139,968,5857,6825,11,Low
537,2012-06-20,summer,2012,juni,no,Kamis,yes,Clear/Partly cloudy,0.7825,0.720975,0.592083,7.625404,872,5339,6211,12,Low
538,2012-06-21,fall,2012,juni,no,Jumat,yes,Clear/Partly cloudy,0.805833,0.752542,0.567917,7.958729,778,5127,5905,13,Low
539,2012-06-22,fall,2012,juni,no,Sabtu,yes,Clear/Partly cloudy,0.7775,0.724121,0.57375,12.250414000000001,964,4859,5823,14,Low
540,2012-06-23,fall,2012,juni,no,Minggu,no,Clear/Partly cloudy,0.731667,0.652792,0.534583,12.041307,2657,4801,7458,15,Low
541,2012-06-24,fall,2012,juni,no,Senin,no,Clear/Partly cloudy,0.743333,0.674254,0.479167,9.750174999999999,2551,4340,6891,16,Low
542,2012-06-25,fall,2012,juni,no,Selasa,yes,Clear/Partly cloudy,0.715833,0.654042,0.504167,20.125661,1139,5640,6779,17,Low
543,2012-06-26,fall,2012,juni,no,Rabu,yes,Clear/Partly cloudy,0.630833,0.594704,0.373333,23.292014,1077,6365,7442,18,Medium
544,2012-06-27,fall,2012,juni,no,Kamis,yes,Clear/Partly cloudy,0.6975,0.640792,0.36,18.208925,1077,6258,7335,19,Low
545,2012-06-28,fall,2012,juni,no,Jumat,yes,Clear/Partly cloudy,0.749167,0.675512,0.4225,11.50055,921,5958,6879,20,Low
546,2012-06-29,fall,2012,juni,no,Sabtu,yes,Clear/Partly cloudy,0.834167,0.786613,0.48875,11.082939000000001,829,4634,5463,21,Low
547,2012-06-30,fall,2012,juni,no,Minggu,no,Clear/Partly cloudy,0.765,0.687508,0.60125,10.791756999999999,1455,4232,5687,22,Low
548,2012-07-01,fall,2012,juli,no,Senin,no,Clear/Partly cloudy,0.815833,0.750629,0.51875,11.291443000000001,1421,4110,5531,23,Low
549,2012-07-02,fall,2012,juli,no,Selasa,yes,Clear/Partly cloudy,0.781667,0.702038,0.447083,13.082889,904,5323,6227,0,Low
550,2012-07-03,fall,2012,juli,no,Rabu,yes,Clear/Partly cloudy,0.780833,0.70265,0.492083,8.457878999999998,1052,5608,6660,1,Low
551,2012-07-04,fall,2012,juli,yes,Kamis,no,Clear/Partly cloudy,0.789167,0.732337,0.53875,9.041649999999999,2562,4841,7403,2,Low
552,2012-07-05,fall,2012,juli,no,Jumat,yes,Clear/Partly cloudy,0.8275,0.761367,0.457917,12.999943,1405,4836,6241,4,Low
553,2012-07-06,fall,2012,juli,no,Sabtu,yes,Clear/Partly cloudy,0.828333,0.752533,0.450833,9.791514,1366,4841,6207,5,Low
554,2012-07-07,fall,2012,juli,no,Minggu,no,Clear/Partly cloudy,0.861667,0.804913,0.492083,10.958118,1448,3392,4840,6,Low
555,2012-07-08,fall,2012,juli,no,Senin,no,Clear/Partly cloudy,0.8225,0.790396,0.57375,8.417143,1203,3469,4672,7,Low
556,2012-07-09,fall,2012,juli,no,Selasa,yes,Misty/Cloudy,0.710833,0.654054,0.683333,12.125325,998,5571,6569,8,Low
557,2012-07-10,fall,2012,juli,no,Rabu,yes,Misty/Cloudy,0.720833,0.664796,0.6675,10.166379000000001,954,5336,6290,9,Low
558,2012-07-11,fall,2012,juli,no,Kamis,yes,Clear/Partly cloudy,0.716667,0.650271,0.633333,10.166111,975,6289,7264,10,Low
559,2012-07-12,fall,2012,juli,no,Jumat,yes,Clear/Partly cloudy,0.715833,0.654683,0.529583,9.833924999999999,1032,6414,7446,11,Low
560,2012-07-13,fall,2012,juli,no,Sabtu,yes,Misty/Cloudy,0.731667,0.667933,0.485833,5.41695,1511,5988,7499,12,Low
561,2012-07-14,fall,2012,juli,no,Minggu,no,Misty/Cloudy,0.703333,0.666042,0.699167,9.626493,2355,4614,6969,13,Low
562,2012-07-15,fall,2012,juli,no,Senin,no,Clear/Partly cloudy,0.745833,0.705196,0.717917,11.166689,1920,4111,6031,14,Low
563,2012-07-16,fall,2012,juli,no,Selasa,yes,Clear/Partly cloudy,0.763333,0.724125,0.645,11.000529,1088,5742,6830,15,Low
564,2012-07-17,fall,2012,juli,no,Rabu,yes,Clear/Partly cloudy,0.818333,0.755683,0.505833,7.666743,921,5865,6786,16,Low
565,2012-07-18,fall,2012,juli,no,Kamis,yes,Clear/Partly cloudy,0.793333,0.745583,0.577083,9.208614,799,4914,5713,17,Low
566,2012-07-19,fall,2012,juli,no,Jumat,yes,Clear/Partly cloudy,0.77,0.714642,0.600417,11.083743,888,5703,6591,18,Low
567,2012-07-20,fall,2012,juli,no,Sabtu,yes,Misty/Cloudy,0.665833,0.613025,0.844167,14.000789000000001,747,5123,5870,19,Low
568,2012-07-21,fall,2012,juli,no,Minggu,no,Light/Rain,0.595833,0.549912,0.865417,14.2911,1264,3195,4459,20,Low
569,2012-07-22,fall,2012,juli,no,Senin,no,Misty/Cloudy,0.6675,0.623125,0.7625,6.2926936,2544,4866,7410,21,Low
570,2012-07-23,fall,2012,juli,no,Selasa,yes,Clear/Partly cloudy,0.741667,0.690017,0.694167,9.291761,1135,5831,6966,22,Low
571,2012-07-24,fall,2012,juli,no,Rabu,yes,Clear/Partly cloudy,0.750833,0.70645,0.655,14.167418,1140,6452,7592,23,Low
572,2012-07-25,fall,2012,juli,no,Kamis,yes,Clear/Partly cloudy,0.724167,0.654054,0.45,11.0416,1383,6790,8173,0,Low
573,2012-07-26,fall,2012,juli,no,Jumat,yes,Clear/Partly cloudy,0.776667,0.739263,0.596667,19.082470999999998,1036,5825,6861,1,Low
574,2012-07-27,fall,2012,juli,no,Sabtu,yes,Clear/Partly cloudy,0.781667,0.734217,0.594583,10.250464,1259,5645,6904,2,Low
575,2012-07-28,fall,2012,juli,no,Minggu,no,Clear/Partly cloudy,0.755833,0.697604,0.613333,10.542449999999999,2234,4451,6685,5,Low
576,2012-07-29,fall,2012,juli,no,Senin,no,Clear/Partly cloudy,0.721667,0.667933,0.62375,11.416532,2153,4444,6597,6,Low
577,2012-07-30,fall,2012,juli,no,Selasa,yes,Clear/Partly cloudy,0.730833,0.684987,0.66875,10.292339,1040,6065,7105,7,Low
578,2012-07-31,fall,2012,juli,no,Rabu,yes,Clear/Partly cloudy,0.713333,0.662896,0.704167,11.083475,968,6248,7216,8,Low
579,2012-08-01,fall,2012,agus,no,Kamis,yes,Clear/Partly cloudy,0.7175,0.667308,0.6775,9.458993,1074,6506,7580,9,Low
580,2012-08-02,fall,2012,agus,no,Jumat,yes,Clear/Partly cloudy,0.7525,0.707088,0.659583,8.666718,983,6278,7261,10,Low
581,2012-08-03,fall,2012,agus,no,Sabtu,yes,Misty/Cloudy,0.765833,0.722867,0.6425,14.458064,1328,5847,7175,11,Low
582,2012-08-04,fall,2012,agus,no,Minggu,no,Clear/Partly cloudy,0.793333,0.751267,0.613333,17.249686,2345,4479,6824,12,Low
583,2012-08-05,fall,2012,agus,no,Senin,no,Clear/Partly cloudy,0.769167,0.731079,0.6525,19.458206999999998,1707,3757,5464,13,Low
